Category,Region,Year,Unit,Value
Wood,TOTAL,1993, Thousands hectares,6249.2
Wood,TOTAL,1994, Thousands hectares,6245.8
Wood,TOTAL,1995, Thousands hectares,6244.7
Wood,TOTAL,1996, Thousands hectares,6240.2
Wood,TOTAL,1997, Thousands hectares,6236.6
Wood,TOTAL,1998, Thousands hectares,6227.4
Wood,TOTAL,1999, Thousands hectares,6225.8
Wood,TOTAL,2000, Thousands hectares,6223.1
Wood,TOTAL,2001, Thousands hectares,6225.1
Wood,TOTAL,2002, Thousands hectares,6239.5
Wood,TOTAL,2003, Thousands hectares,6221.3
Wood,TOTAL,2004, Thousands hectares,6222.5
Wood,TOTAL,2005, Thousands hectares,6233.0
Wood,TOTAL,2006, Thousands hectares,6272.3
Wood,TOTAL,2007, Thousands hectares,6314.9
Wood,TOTAL,2008, Thousands hectares,6308.9
Wood,TOTAL,2009, Thousands hectares,6334.0
Wood,TOTAL,2010, Thousands hectares,6353.7
Wood,TOTAL,2011, Thousands hectares,6364.9
Wood,TOTAL,2012, Thousands hectares,6372.8
Wood,TOTAL,2013, Thousands hectares,6380.6
Wood,TOTAL,2014, Thousands hectares,6387.3
Wood,TOTAL,2015, Thousands hectares,6398.8
Wood,TOTAL,2016, Thousands hectares,6404.4
Wood,TOTAL,2017, Thousands hectares,6405.8
Wood,TOTAL,2018, Thousands hectares,6418.2
Wood,TOTAL,2019, Thousands hectares,6427.3
Wood,MACROREGIUNEA UNU,1990, Thousands hectares,2119.7
Wood,MACROREGIUNEA UNU,1991, Thousands hectares,2120.8
Wood,MACROREGIUNEA UNU,1992, Thousands hectares,2122.3
Wood,MACROREGIUNEA UNU,1993, Thousands hectares,2117.5
Wood,MACROREGIUNEA UNU,1994, Thousands hectares,2118.3
Wood,MACROREGIUNEA UNU,1995, Thousands hectares,2118.1
Wood,MACROREGIUNEA UNU,1996, Thousands hectares,2116.7
Wood,MACROREGIUNEA UNU,1997, Thousands hectares,2116.4
Wood,MACROREGIUNEA UNU,1998, Thousands hectares,2112.8
Wood,MACROREGIUNEA UNU,1999, Thousands hectares,2112.0
Wood,MACROREGIUNEA UNU,2000, Thousands hectares,2112.3
Wood,MACROREGIUNEA UNU,2001, Thousands hectares,2113.6
Wood,MACROREGIUNEA UNU,2002, Thousands hectares,2123.4
Wood,MACROREGIUNEA UNU,2003, Thousands hectares,2116.0
Wood,MACROREGIUNEA UNU,2004, Thousands hectares,2114.4
Wood,MACROREGIUNEA UNU,2005, Thousands hectares,2121.8
Wood,MACROREGIUNEA UNU,2006, Thousands hectares,2153.9
Wood,MACROREGIUNEA UNU,2007, Thousands hectares,2182.9
Wood,MACROREGIUNEA UNU,2008, Thousands hectares,2189.3
Wood,MACROREGIUNEA UNU,2009, Thousands hectares,2196.9
Wood,MACROREGIUNEA UNU,2010, Thousands hectares,2203.8
Wood,MACROREGIUNEA UNU,2011, Thousands hectares,2210.8
Wood,MACROREGIUNEA UNU,2012, Thousands hectares,2212.7
Wood,MACROREGIUNEA UNU,2013, Thousands hectares,2216.2
Wood,MACROREGIUNEA UNU,2014, Thousands hectares,2218.0
Wood,MACROREGIUNEA UNU,2015, Thousands hectares,2216.7
Wood,MACROREGIUNEA UNU,2016, Thousands hectares,2218.2
Wood,MACROREGIUNEA UNU,2017, Thousands hectares,2218.7
Wood,MACROREGIUNEA UNU,2018, Thousands hectares,2227.5
Wood,MACROREGIUNEA UNU,2019, Thousands hectares,2230.4
Wood,Regiunea NORD-VEST,1990, Thousands hectares,950.0
Wood,Regiunea NORD-VEST,1991, Thousands hectares,950.4
Wood,Regiunea NORD-VEST,1992, Thousands hectares,951.2
Wood,Regiunea NORD-VEST,1993, Thousands hectares,947.3
Wood,Regiunea NORD-VEST,1994, Thousands hectares,948.1
Wood,Regiunea NORD-VEST,1995, Thousands hectares,947.9
Wood,Regiunea NORD-VEST,1996, Thousands hectares,947.9
Wood,Regiunea NORD-VEST,1997, Thousands hectares,949.6
Wood,Regiunea NORD-VEST,1998, Thousands hectares,948.0
Wood,Regiunea NORD-VEST,1999, Thousands hectares,947.8
Wood,Regiunea NORD-VEST,2000, Thousands hectares,948.3
Wood,Regiunea NORD-VEST,2001, Thousands hectares,948.2
Wood,Regiunea NORD-VEST,2002, Thousands hectares,961.4
Wood,Regiunea NORD-VEST,2003, Thousands hectares,950.3
Wood,Regiunea NORD-VEST,2004, Thousands hectares,947.5
Wood,Regiunea NORD-VEST,2005, Thousands hectares,950.6
Wood,Regiunea NORD-VEST,2006, Thousands hectares,945.9
Wood,Regiunea NORD-VEST,2007, Thousands hectares,949.1
Wood,Regiunea NORD-VEST,2008, Thousands hectares,958.1
Wood,Regiunea NORD-VEST,2009, Thousands hectares,961.5
Wood,Regiunea NORD-VEST,2010, Thousands hectares,967.9
Wood,Regiunea NORD-VEST,2011, Thousands hectares,970.4
Wood,Regiunea NORD-VEST,2012, Thousands hectares,971.7
Wood,Regiunea NORD-VEST,2013, Thousands hectares,971.9
Wood,Regiunea NORD-VEST,2014, Thousands hectares,973.0
Wood,Regiunea NORD-VEST,2015, Thousands hectares,973.2
Wood,Regiunea NORD-VEST,2016, Thousands hectares,974.1
Wood,Regiunea NORD-VEST,2017, Thousands hectares,975.3
Wood,Regiunea NORD-VEST,2018, Thousands hectares,980.4
Wood,Regiunea NORD-VEST,2019, Thousands hectares,982.0
Wood,Bihor,1990, Thousands hectares,192.3
Wood,Bihor,1991, Thousands hectares,192.2
Wood,Bihor,1992, Thousands hectares,192.2
Wood,Bihor,1993, Thousands hectares,188.5
Wood,Bihor,1994, Thousands hectares,191.7
Wood,Bihor,1995, Thousands hectares,192.1
Wood,Bihor,1996, Thousands hectares,192.2
Wood,Bihor,1997, Thousands hectares,192.2
Wood,Bihor,1998, Thousands hectares,192.2
Wood,Bihor,1999, Thousands hectares,192.3
Wood,Bihor,2000, Thousands hectares,192.3
Wood,Bihor,2001, Thousands hectares,192.3
Wood,Bihor,2002, Thousands hectares,194.8
Wood,Bihor,2003, Thousands hectares,192.1
Wood,Bihor,2004, Thousands hectares,191.9
Wood,Bihor,2005, Thousands hectares,189.8
Wood,Bihor,2006, Thousands hectares,196.4
Wood,Bihor,2007, Thousands hectares,203.1
Wood,Bihor,2008, Thousands hectares,204.3
Wood,Bihor,2009, Thousands hectares,205.5
Wood,Bihor,2010, Thousands hectares,205.5
Wood,Bihor,2011, Thousands hectares,205.6
Wood,Bihor,2012, Thousands hectares,205.9
Wood,Bihor,2013, Thousands hectares,205.7
Wood,Bihor,2014, Thousands hectares,205.7
Wood,Bihor,2015, Thousands hectares,205.8
Wood,Bihor,2016, Thousands hectares,205.8
Wood,Bihor,2017, Thousands hectares,205.8
Wood,Bihor,2018, Thousands hectares,207.6
Wood,Bihor,2019, Thousands hectares,207.4
Wood,Bistrita-Nasaud,1990, Thousands hectares,187.9
Wood,Bistrita-Nasaud,1991, Thousands hectares,188.3
Wood,Bistrita-Nasaud,1992, Thousands hectares,188.4
Wood,Bistrita-Nasaud,1993, Thousands hectares,188.3
Wood,Bistrita-Nasaud,1994, Thousands hectares,187.2
Wood,Bistrita-Nasaud,1995, Thousands hectares,186.8
Wood,Bistrita-Nasaud,1996, Thousands hectares,185.4
Wood,Bistrita-Nasaud,1997, Thousands hectares,186.9
Wood,Bistrita-Nasaud,1998, Thousands hectares,186.0
Wood,Bistrita-Nasaud,1999, Thousands hectares,185.6
Wood,Bistrita-Nasaud,2000, Thousands hectares,186.0
Wood,Bistrita-Nasaud,2001, Thousands hectares,186.3
Wood,Bistrita-Nasaud,2002, Thousands hectares,197.3
Wood,Bistrita-Nasaud,2003, Thousands hectares,187.0
Wood,Bistrita-Nasaud,2004, Thousands hectares,186.6
Wood,Bistrita-Nasaud,2005, Thousands hectares,188.6
Wood,Bistrita-Nasaud,2006, Thousands hectares,187.5
Wood,Bistrita-Nasaud,2007, Thousands hectares,187.7
Wood,Bistrita-Nasaud,2008, Thousands hectares,186.1
Wood,Bistrita-Nasaud,2009, Thousands hectares,188.3
Wood,Bistrita-Nasaud,2010, Thousands hectares,188.7
Wood,Bistrita-Nasaud,2011, Thousands hectares,188.7
Wood,Bistrita-Nasaud,2012, Thousands hectares,188.8
Wood,Bistrita-Nasaud,2013, Thousands hectares,188.6
Wood,Bistrita-Nasaud,2014, Thousands hectares,188.7
Wood,Bistrita-Nasaud,2015, Thousands hectares,187.8
Wood,Bistrita-Nasaud,2016, Thousands hectares,187.6
Wood,Bistrita-Nasaud,2017, Thousands hectares,187.8
Wood,Bistrita-Nasaud,2018, Thousands hectares,188.1
Wood,Bistrita-Nasaud,2019, Thousands hectares,188.1
Wood,Cluj,1990, Thousands hectares,150.9
Wood,Cluj,1991, Thousands hectares,150.9
Wood,Cluj,1992, Thousands hectares,151.1
Wood,Cluj,1993, Thousands hectares,151.1
Wood,Cluj,1994, Thousands hectares,151.8
Wood,Cluj,1995, Thousands hectares,151.0
Wood,Cluj,1996, Thousands hectares,150.8
Wood,Cluj,1997, Thousands hectares,150.9
Wood,Cluj,1998, Thousands hectares,150.8
Wood,Cluj,1999, Thousands hectares,150.8
Wood,Cluj,2000, Thousands hectares,150.6
Wood,Cluj,2001, Thousands hectares,150.4
Wood,Cluj,2002, Thousands hectares,150.1
Wood,Cluj,2003, Thousands hectares,150.3
Wood,Cluj,2004, Thousands hectares,150.3
Wood,Cluj,2005, Thousands hectares,153.6
Wood,Cluj,2006, Thousands hectares,143.9
Wood,Cluj,2007, Thousands hectares,145.5
Wood,Cluj,2008, Thousands hectares,147.8
Wood,Cluj,2009, Thousands hectares,147.6
Wood,Cluj,2010, Thousands hectares,155.7
Wood,Cluj,2011, Thousands hectares,158.1
Wood,Cluj,2012, Thousands hectares,158.6
Wood,Cluj,2013, Thousands hectares,159.2
Wood,Cluj,2014, Thousands hectares,159.3
Wood,Cluj,2015, Thousands hectares,160.7
Wood,Cluj,2016, Thousands hectares,162.2
Wood,Cluj,2017, Thousands hectares,162.7
Wood,Cluj,2018, Thousands hectares,166.0
Wood,Cluj,2019, Thousands hectares,167.5
Wood,Maramures,1990, Thousands hectares,257.6
Wood,Maramures,1991, Thousands hectares,257.8
Wood,Maramures,1992, Thousands hectares,258.2
Wood,Maramures,1993, Thousands hectares,258.0
Wood,Maramures,1994, Thousands hectares,258.7
Wood,Maramures,1995, Thousands hectares,258.7
Wood,Maramures,1996, Thousands hectares,258.5
Wood,Maramures,1997, Thousands hectares,258.5
Wood,Maramures,1998, Thousands hectares,258.0
Wood,Maramures,1999, Thousands hectares,258.1
Wood,Maramures,2000, Thousands hectares,258.2
Wood,Maramures,2001, Thousands hectares,258.0
Wood,Maramures,2002, Thousands hectares,257.9
Wood,Maramures,2003, Thousands hectares,259.8
Wood,Maramures,2004, Thousands hectares,257.6
Wood,Maramures,2005, Thousands hectares,257.7
Wood,Maramures,2006, Thousands hectares,254.3
Wood,Maramures,2007, Thousands hectares,248.9
Wood,Maramures,2008, Thousands hectares,253.6
Wood,Maramures,2009, Thousands hectares,253.8
Wood,Maramures,2010, Thousands hectares,251.9
Wood,Maramures,2011, Thousands hectares,251.9
Wood,Maramures,2012, Thousands hectares,252.4
Wood,Maramures,2013, Thousands hectares,252.5
Wood,Maramures,2014, Thousands hectares,253.3
Wood,Maramures,2015, Thousands hectares,253.0
Wood,Maramures,2016, Thousands hectares,252.9
Wood,Maramures,2017, Thousands hectares,253.3
Wood,Maramures,2018, Thousands hectares,253.2
Wood,Maramures,2019, Thousands hectares,253.6
Wood,Satu Mare,1990, Thousands hectares,67.1
Wood,Satu Mare,1991, Thousands hectares,67.1
Wood,Satu Mare,1992, Thousands hectares,67.0
Wood,Satu Mare,1993, Thousands hectares,67.1
Wood,Satu Mare,1994, Thousands hectares,64.5
Wood,Satu Mare,1995, Thousands hectares,64.7
Wood,Satu Mare,1996, Thousands hectares,66.6
Wood,Satu Mare,1997, Thousands hectares,66.6
Wood,Satu Mare,1998, Thousands hectares,66.5
Wood,Satu Mare,1999, Thousands hectares,66.5
Wood,Satu Mare,2000, Thousands hectares,66.5
Wood,Satu Mare,2001, Thousands hectares,66.5
Wood,Satu Mare,2002, Thousands hectares,66.6
Wood,Satu Mare,2003, Thousands hectares,66.5
Wood,Satu Mare,2004, Thousands hectares,66.5
Wood,Satu Mare,2005, Thousands hectares,66.6
Wood,Satu Mare,2006, Thousands hectares,68.9
Wood,Satu Mare,2007, Thousands hectares,68.9
Wood,Satu Mare,2008, Thousands hectares,71.3
Wood,Satu Mare,2009, Thousands hectares,71.3
Wood,Satu Mare,2010, Thousands hectares,71.3
Wood,Satu Mare,2011, Thousands hectares,71.3
Wood,Satu Mare,2012, Thousands hectares,71.3
Wood,Satu Mare,2013, Thousands hectares,71.2
Wood,Satu Mare,2014, Thousands hectares,71.3
Wood,Satu Mare,2015, Thousands hectares,71.2
Wood,Satu Mare,2016, Thousands hectares,70.9
Wood,Satu Mare,2017, Thousands hectares,70.9
Wood,Satu Mare,2018, Thousands hectares,71.0
Wood,Satu Mare,2019, Thousands hectares,70.9
Wood,Salaj,1990, Thousands hectares,94.2
Wood,Salaj,1991, Thousands hectares,94.1
Wood,Salaj,1992, Thousands hectares,94.3
Wood,Salaj,1993, Thousands hectares,94.3
Wood,Salaj,1994, Thousands hectares,94.2
Wood,Salaj,1995, Thousands hectares,94.6
Wood,Salaj,1996, Thousands hectares,94.4
Wood,Salaj,1997, Thousands hectares,94.5
Wood,Salaj,1998, Thousands hectares,94.5
Wood,Salaj,1999, Thousands hectares,94.5
Wood,Salaj,2000, Thousands hectares,94.7
Wood,Salaj,2001, Thousands hectares,94.7
Wood,Salaj,2002, Thousands hectares,94.7
Wood,Salaj,2003, Thousands hectares,94.6
Wood,Salaj,2004, Thousands hectares,94.6
Wood,Salaj,2005, Thousands hectares,94.3
Wood,Salaj,2006, Thousands hectares,94.9
Wood,Salaj,2007, Thousands hectares,95.0
Wood,Salaj,2008, Thousands hectares,95.0
Wood,Salaj,2009, Thousands hectares,95.0
Wood,Salaj,2010, Thousands hectares,94.8
Wood,Salaj,2011, Thousands hectares,94.8
Wood,Salaj,2012, Thousands hectares,94.7
Wood,Salaj,2013, Thousands hectares,94.7
Wood,Salaj,2014, Thousands hectares,94.7
Wood,Salaj,2015, Thousands hectares,94.7
Wood,Salaj,2016, Thousands hectares,94.7
Wood,Salaj,2017, Thousands hectares,94.8
Wood,Salaj,2018, Thousands hectares,94.5
Wood,Salaj,2019, Thousands hectares,94.5
Wood,Regiunea CENTRU,1990, Thousands hectares,1169.7
Wood,Regiunea CENTRU,1991, Thousands hectares,1170.4
Wood,Regiunea CENTRU,1992, Thousands hectares,1171.1
Wood,Regiunea CENTRU,1993, Thousands hectares,1170.2
Wood,Regiunea CENTRU,1994, Thousands hectares,1170.2
Wood,Regiunea CENTRU,1995, Thousands hectares,1170.2
Wood,Regiunea CENTRU,1996, Thousands hectares,1168.8
Wood,Regiunea CENTRU,1997, Thousands hectares,1166.8
Wood,Regiunea CENTRU,1998, Thousands hectares,1164.8
Wood,Regiunea CENTRU,1999, Thousands hectares,1164.2
Wood,Regiunea CENTRU,2000, Thousands hectares,1164.0
Wood,Regiunea CENTRU,2001, Thousands hectares,1165.4
Wood,Regiunea CENTRU,2002, Thousands hectares,1162.0
Wood,Regiunea CENTRU,2003, Thousands hectares,1165.7
Wood,Regiunea CENTRU,2004, Thousands hectares,1166.9
Wood,Regiunea CENTRU,2005, Thousands hectares,1171.2
Wood,Regiunea CENTRU,2006, Thousands hectares,1208.0
Wood,Regiunea CENTRU,2007, Thousands hectares,1233.8
Wood,Regiunea CENTRU,2008, Thousands hectares,1231.2
Wood,Regiunea CENTRU,2009, Thousands hectares,1235.4
Wood,Regiunea CENTRU,2010, Thousands hectares,1235.9
Wood,Regiunea CENTRU,2011, Thousands hectares,1240.4
Wood,Regiunea CENTRU,2012, Thousands hectares,1241.0
Wood,Regiunea CENTRU,2013, Thousands hectares,1244.3
Wood,Regiunea CENTRU,2014, Thousands hectares,1245.0
Wood,Regiunea CENTRU,2015, Thousands hectares,1243.5
Wood,Regiunea CENTRU,2016, Thousands hectares,1244.1
Wood,Regiunea CENTRU,2017, Thousands hectares,1243.4
Wood,Regiunea CENTRU,2018, Thousands hectares,1247.1
Wood,Regiunea CENTRU,2019, Thousands hectares,1248.4
Wood,Alba,1990, Thousands hectares,203.6
Wood,Alba,1991, Thousands hectares,203.7
Wood,Alba,1992, Thousands hectares,203.4
Wood,Alba,1993, Thousands hectares,203.3
Wood,Alba,1994, Thousands hectares,203.4
Wood,Alba,1995, Thousands hectares,203.7
Wood,Alba,1996, Thousands hectares,203.8
Wood,Alba,1997, Thousands hectares,203.7
Wood,Alba,1998, Thousands hectares,203.6
Wood,Alba,1999, Thousands hectares,203.4
Wood,Alba,2000, Thousands hectares,203.3
Wood,Alba,2001, Thousands hectares,203.2
Wood,Alba,2002, Thousands hectares,203.2
Wood,Alba,2003, Thousands hectares,202.3
Wood,Alba,2004, Thousands hectares,202.3
Wood,Alba,2005, Thousands hectares,202.2
Wood,Alba,2006, Thousands hectares,202.5
Wood,Alba,2007, Thousands hectares,202.9
Wood,Alba,2008, Thousands hectares,203.1
Wood,Alba,2009, Thousands hectares,201.9
Wood,Alba,2010, Thousands hectares,201.7
Wood,Alba,2011, Thousands hectares,202.3
Wood,Alba,2012, Thousands hectares,201.5
Wood,Alba,2013, Thousands hectares,201.5
Wood,Alba,2014, Thousands hectares,201.8
Wood,Alba,2015, Thousands hectares,199.0
Wood,Alba,2016, Thousands hectares,199.3
Wood,Alba,2017, Thousands hectares,199.6
Wood,Alba,2018, Thousands hectares,202.3
Wood,Alba,2019, Thousands hectares,202.4
Wood,Brasov,1990, Thousands hectares,187.7
Wood,Brasov,1991, Thousands hectares,187.8
Wood,Brasov,1992, Thousands hectares,188.0
Wood,Brasov,1993, Thousands hectares,188.1
Wood,Brasov,1994, Thousands hectares,187.9
Wood,Brasov,1995, Thousands hectares,187.4
Wood,Brasov,1996, Thousands hectares,187.5
Wood,Brasov,1997, Thousands hectares,187.3
Wood,Brasov,1998, Thousands hectares,187.4
Wood,Brasov,1999, Thousands hectares,187.4
Wood,Brasov,2000, Thousands hectares,187.3
Wood,Brasov,2001, Thousands hectares,187.5
Wood,Brasov,2002, Thousands hectares,188.0
Wood,Brasov,2003, Thousands hectares,187.6
Wood,Brasov,2004, Thousands hectares,187.5
Wood,Brasov,2005, Thousands hectares,187.5
Wood,Brasov,2006, Thousands hectares,194.8
Wood,Brasov,2007, Thousands hectares,199.5
Wood,Brasov,2008, Thousands hectares,199.9
Wood,Brasov,2009, Thousands hectares,201.2
Wood,Brasov,2010, Thousands hectares,201.5
Wood,Brasov,2011, Thousands hectares,201.6
Wood,Brasov,2012, Thousands hectares,201.9
Wood,Brasov,2013, Thousands hectares,202.2
Wood,Brasov,2014, Thousands hectares,202.1
Wood,Brasov,2015, Thousands hectares,202.2
Wood,Brasov,2016, Thousands hectares,202.2
Wood,Brasov,2017, Thousands hectares,202.2
Wood,Brasov,2018, Thousands hectares,202.2
Wood,Brasov,2019, Thousands hectares,202.4
Wood,Covasna,1990, Thousands hectares,160.0
Wood,Covasna,1991, Thousands hectares,160.1
Wood,Covasna,1992, Thousands hectares,160.5
Wood,Covasna,1993, Thousands hectares,159.9
Wood,Covasna,1994, Thousands hectares,160.1
Wood,Covasna,1995, Thousands hectares,160.2
Wood,Covasna,1996, Thousands hectares,159.2
Wood,Covasna,1997, Thousands hectares,158.8
Wood,Covasna,1998, Thousands hectares,158.1
Wood,Covasna,1999, Thousands hectares,157.9
Wood,Covasna,2000, Thousands hectares,158.0
Wood,Covasna,2001, Thousands hectares,158.3
Wood,Covasna,2002, Thousands hectares,158.8
Wood,Covasna,2003, Thousands hectares,159.7
Wood,Covasna,2004, Thousands hectares,159.1
Wood,Covasna,2005, Thousands hectares,159.3
Wood,Covasna,2006, Thousands hectares,160.5
Wood,Covasna,2007, Thousands hectares,170.5
Wood,Covasna,2008, Thousands hectares,160.1
Wood,Covasna,2009, Thousands hectares,166.3
Wood,Covasna,2010, Thousands hectares,165.5
Wood,Covasna,2011, Thousands hectares,168.5
Wood,Covasna,2012, Thousands hectares,168.5
Wood,Covasna,2013, Thousands hectares,169.6
Wood,Covasna,2014, Thousands hectares,169.6
Wood,Covasna,2015, Thousands hectares,169.6
Wood,Covasna,2016, Thousands hectares,169.7
Wood,Covasna,2017, Thousands hectares,169.7
Wood,Covasna,2018, Thousands hectares,169.7
Wood,Covasna,2019, Thousands hectares,169.8
Wood,Harghita,1990, Thousands hectares,228.0
Wood,Harghita,1991, Thousands hectares,228.0
Wood,Harghita,1992, Thousands hectares,228.1
Wood,Harghita,1993, Thousands hectares,228.1
Wood,Harghita,1994, Thousands hectares,227.6
Wood,Harghita,1995, Thousands hectares,228.0
Wood,Harghita,1996, Thousands hectares,227.1
Wood,Harghita,1997, Thousands hectares,226.3
Wood,Harghita,1998, Thousands hectares,225.2
Wood,Harghita,1999, Thousands hectares,225.2
Wood,Harghita,2000, Thousands hectares,225.5
Wood,Harghita,2001, Thousands hectares,226.2
Wood,Harghita,2002, Thousands hectares,221.6
Wood,Harghita,2003, Thousands hectares,225.7
Wood,Harghita,2004, Thousands hectares,228.3
Wood,Harghita,2005, Thousands hectares,231.6
Wood,Harghita,2006, Thousands hectares,259.5
Wood,Harghita,2007, Thousands hectares,261.6
Wood,Harghita,2008, Thousands hectares,259.0
Wood,Harghita,2009, Thousands hectares,258.0
Wood,Harghita,2010, Thousands hectares,257.2
Wood,Harghita,2011, Thousands hectares,257.3
Wood,Harghita,2012, Thousands hectares,257.8
Wood,Harghita,2013, Thousands hectares,259.4
Wood,Harghita,2014, Thousands hectares,260.1
Wood,Harghita,2015, Thousands hectares,260.5
Wood,Harghita,2016, Thousands hectares,260.6
Wood,Harghita,2017, Thousands hectares,260.8
Wood,Harghita,2018, Thousands hectares,260.2
Wood,Harghita,2019, Thousands hectares,260.2
Wood,Mures,1990, Thousands hectares,206.3
Wood,Mures,1991, Thousands hectares,206.5
Wood,Mures,1992, Thousands hectares,206.5
Wood,Mures,1993, Thousands hectares,206.3
Wood,Mures,1994, Thousands hectares,206.6
